,Gene_ID,adipose_tissue,adrenal_gland,brain,breast,colon,heart,kidney,leukocyte,liver,lung,lymph_node,ovary,prostate_gland,skeletal_muscle_tissue,testis,thyroid_gland,genebody_gc,exon_gc,intron_gc,TSS1k_gc,TSS5k_gc,micropeptide_aa_avg,exon_phastCons20way,intron_phastCons20way,TSS1k_phastCons20way,TSS1k_LINE,TSS1k_LTR,TSS1k_Satellite,TSS1k_SINE,genebody_SINE,genebody_Satellite,genebody_LTR,genebody_LINE,host_miRNAs,AKT1,APC,BRAF,CDKN2A,CTNNB1,EGFR,ERBB2,FBXW7,GNAS,H3F3A,HRAS,IDH1,KRAS,NRAS,PIK3CA,PTEN,RAC1,SF3B1,TP53,U2AF1,genebody_Gm12878H3k27ac,genebody_Gm12878H3k4me1,genebody_Gm12878H3k4me3,genebody_H1hescH3k27ac,genebody_H1hescH3k4me1,genebody_H1hescH3k4me3,genebody_K562H3k27ac,genebody_K562H3k4me1,genebody_K562H3k4me3,TSS1k_Gm12878H3k27ac,TSS1k_Gm12878H3k4me1,TSS1k_Gm12878H3k4me3,TSS1k_H1hescH3k27ac,TSS1k_H1hescH3k4me1,TSS1k_H1hescH3k4me3,TSS1k_K562H3k27ac,TSS1k_K562H3k4me1,TSS1k_K562H3k4me3,TSS5k_Gm12878H3k27ac,TSS5k_Gm12878H3k4me1,TSS5k_Gm12878H3k4me3,TSS5k_H1hescH3k27ac,TSS5k_H1hescH3k4me1,TSS5k_H1hescH3k4me3,TSS5k_K562H3k27ac,TSS5k_K562H3k4me1,TSS5k_K562H3k4me3,cancer-miRNA_targets,miRNA_targets,hbm_total_degree,hbm_cancer-protein_degree
10,ENSG00000129845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465837039841014,0.48571428571428604,0.464942642405063,0.45899999999999996,0.4616,0.0,0.008840665400000001,0.0084623075,0.0015325,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46325,1.91087,1.16556,0.0,0.0,0.0,0.0,1.18641,1.85,0.8888889999999999,0.0,0.0,0.0,1.18519,0.0,0.928039,0.0,0.0,0.0,0.0,0.874036,1.12609,1.0262799999999999,1.3418,0,0,0,0
11,ENSG00000130600,289.75,44.65,0.35625,264.812,106.875,107.667,46.55,0.0,49.0833,23.75,49.875,130.15,110.042,551.95,171.95,475.95,0.621116043119848,0.628672566371681,0.614987080103359,0.6375,0.6376,90.0,0.22415725,0.0242271666666667,0.094483,0,0,0,0,0,0,0,0,1,0.1743,0.103468,0.08106139999999999,-0.00591287,0.157469,0.46980900000000003,0.362833,0.08747510000000001,0.20882399999999998,-0.506628,0.110457,0.235294,-0.52174,-0.336036,0.178308,0.170714,0.154525,-0.09418689999999999,0.175258,-0.21434099999999998,1.1212799999999998,2.25106,1.92467,3.9705199999999996,7.372389999999999,6.284680000000001,3.05606,6.04165,3.46,0.9217780000000001,3.68181,28.0931,1.12809,2.59285,1.11046,1.27243,1.21959,1.29967,1.49767,3.71023,2.34131,2.00541,1.0675,0.941176,31.8885,4.75092,2.91518,36,39,103,0
12,ENSG00000131007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38471446972949797,0.38770541692026794,0.38407402580477,0.354,0.3651,70.0,0.008545098000000001,0.0146613225,0.130442,0,1,0,0,1,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48492,0.949153,1.31769,0.0,0.0,0.0,0.0,1.41088,0.9155209999999999,1.33333,0.0,0.0,0.0,1.0810799999999998,0.0,1.1504299999999998,0.0,0.0,0.0,0.0,1.2593299999999998,1.05714,1.05714,1.35152,0,0,0,0
13,ENSG00000131484,0.7125,1.9,1.1875,1.1875,1.1875,0.633333,0.38,0.0678571,0.31666700000000003,0.0,1.58333,1.9,0.395833,0.38,0.95,0.57,0.455882352941176,0.45155393053016496,0.46766169154228904,0.43200000000000005,0.4212,0.0,0.17555395,0.163383,0.181213,0,0,0,2,1,0,0,0,0,0.40578600000000004,0.278646,0.243524,0.35783200000000004,0.42941899999999994,0.031065199999999998,-0.058518600000000004,0.533138,0.23929299999999998,-0.017011900000000003,0.353552,0.22009099999999998,0.433014,0.056995000000000004,0.183615,0.300815,0.367334,0.524763,0.287723,0.461025,1.38206,3.40026,1.2429700000000001,2.51042,2.3311,1.65278,0.916667,1.73702,0.822464,1.79407,2.9285799999999997,1.3264200000000002,1.9598900000000001,1.53104,1.66667,1.3666200000000002,1.32521,2.5457099999999997,1.03091,1.9727599999999998,1.52662,1.1904,1.34103,1.10839,1.12411,1.37255,1.27741,0,0,3,0
14,ENSG00000131538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47427652733119,0.478615071283096,0.47272727272727294,0.473,0.4755,0.0,0.001390167,0.001086002,0.00216,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0810799999999998,1.05882,1.15906,0.0,0.0,0.0,0.0,1.04,0.0,1.07692,0.0,0.0,0.0,1.09804,0.0,1.1936799999999999,0.0,0.0,0.0,0.0,0.8888889999999999,0.941967,1.20593,1.2458,0,0,0,0
15,ENSG00000131548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47427652733119,0.478615071283096,0.47272727272727294,0.4785,0.4746,0.0,0.0015001973333333,0.00168528,0.0015195,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969999999999,0.875,0.933665,0.0,0.0,0.0,0.0,1.2211299999999998,0.925,1.0,0.0,0.0,0.0,0.8888889999999999,0.0,1.19429,0.0,0.0,0.0,0.0,1.0,1.10107,1.29051,1.04454,0,0,0,0
16,ENSG00000132204,0.0,0.285,0.11875,0.11875,0.0,0.158333,0.095,0.0,0.0,0.095,0.07916669999999999,0.0,0.0,0.0,0.76,0.095,0.36964965381068104,0.39847403396505,0.36886837137005607,0.38299999999999995,0.3765,95.0,0.0926771253846154,0.17089825,0.13009500000000002,0,0,0,0,16,0,35,53,0,0.11843699999999999,0.389778,0.23943699999999998,0.220781,0.24833899999999998,-0.0262415,0.16773,0.741242,0.292856,0.142785,0.409059,-0.192668,-0.108905,0.12667,0.12485399999999999,-0.057071800000000006,0.16196,0.514417,-0.157449,0.44776000000000005,1.09138,1.26319,1.83525,2.19212,1.80552,1.26481,2.6278799999999998,2.38355,3.33005,1.07692,2.76253,1.2261600000000001,0.8888889999999999,1.71497,0.926845,1.12321,1.03529,1.5249,1.2027299999999999,1.4615200000000002,2.0567900000000003,0.8705879999999999,1.30609,0.994609,1.14228,1.4147100000000001,1.35,0,0,4794,9
17,ENSG00000132832,0.7125,0.475,1.1875,0.35625,0.11875,0.158333,0.095,0.5428569999999999,0.0,0.095,0.475,0.285,0.475,0.0,0.19,0.095,0.46491449326539896,0.49788135593220295,0.46369343447554295,0.507,0.5039,0.0,0.025765725,0.05387778,0.047905500000000004,0,1,0,1,19,0,10,15,0,0.126394,0.246058,0.471815,0.446429,0.189633,-0.180877,-0.440983,0.414926,-0.0281279,0.137882,0.255748,0.122875,0.6506,0.443625,0.386152,0.408896,0.225189,0.0637048,0.35878899999999997,0.310268,2.1821200000000003,4.36468,2.35906,2.60145,3.03058,1.5021200000000001,1.6753200000000001,2.77363,1.83253,1.2733299999999999,2.40036,1.55789,1.45265,1.5275,0.9144,3.36447,1.5981100000000001,2.11429,1.0515700000000001,1.9913299999999998,1.5070299999999999,1.7591299999999999,2.0223299999999997,2.18182,15.6783,3.81966,16.6952,0,0,14,1
18,ENSG00000136315,0.2375,0.095,0.35625,0.0,0.0,0.633333,0.0,2.71429,0.31666700000000003,0.76,0.158333,0.0,0.2375,0.0,0.0,0.0,0.482428115015974,0.49851632047477706,0.473421926910299,0.45399999999999996,0.4288,0.0,0.03752795,0.099314,0.0501425,1,0,0,0,0,0,0,0,0,0.0331791,-0.122197,-0.026946299999999996,0.05482480000000001,-0.226016,-0.313116,-0.386773,0.013166200000000001,-0.0414825,0.1254,-0.24926199999999998,-0.18283,0.133962,0.175536,0.0234815,-0.22140300000000002,-0.126077,-0.178352,-0.16002,0.0872563,1.14591,2.06676,2.87383,2.60775,1.3623100000000001,1.35446,3.0,2.42367,2.5503299999999998,1.12504,2.52906,1.4184299999999999,1.32223,3.21528,1.2791,1.5472700000000001,1.125,1.5681399999999999,1.6596400000000002,2.06034,2.1415,0.949843,1.61842,1.58481,1.1599899999999999,1.6128200000000001,1.55647,0,0,501,6
19,ENSG00000145063,0.0,0.095,0.83125,0.11875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.07916669999999999,0.0,0.095,0.0,0.49307398654789997,0.5663585951940849,0.48508064516128996,0.555,0.5079,65.0,0.035266772,0.0411799888888889,0.031214999999999996,0,1,0,0,11,0,3,6,0,0.105646,0.46099700000000005,0.49560299999999996,0.463822,0.388768,0.116376,-0.127608,0.5148050000000001,-0.00339285,-0.10363499999999999,0.44256999999999996,0.176428,0.40974399999999994,0.202322,-0.106303,0.057721,0.4745,0.18929100000000001,0.197925,0.41692799999999997,1.2287299999999999,2.9056,2.59361,2.7772799999999997,3.15753,1.7491700000000001,2.3105700000000002,3.60817,3.64356,4.8789,3.48065,1.55789,1.26316,1.4813399999999999,0.0,1.03115,1.36709,10.8977,1.16308,1.8342,1.45455,0.8554219999999999,1.3061200000000002,2.3519799999999997,1.30434,1.5178,1.36667,0,0,2517,11
20,ENSG00000146666,0.0,0.095,0.0,0.11875,0.0,0.0,0.0,0.0,0.158333,0.0,0.7125,0.0,0.0,0.0,0.19,0.095,0.436851047762885,0.43013468013468,0.43879289364809,0.3815,0.4386,0.0,0.26990503333333304,0.1150981,0.127565,0,2,0,1,2,0,2,0,0,0.11723,-0.187137,-0.0474659,0.47351800000000005,-0.111719,0.323547,-0.231568,0.263472,-0.19621,-0.00338792,-0.20835700000000001,0.392421,-0.24411100000000002,0.08052260000000001,-0.000861723,-0.0220053,-0.305535,0.25052199999999997,0.22360300000000002,0.14027,1.39456,2.44892,1.96145,2.60079,2.61635,1.22364,1.57774,1.6,1.18812,0.930481,1.2417200000000002,2.06523,0.8888889999999999,1.2473299999999998,1.30588,3.15772,14.7065,0.925,1.43,0.9250510000000001,0.864943,1.5107,1.29738,2.4612,3.14542,5.24402,1.71226,3,3,382,0
21,ENSG00000147753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4738713117667971,0.480218281036835,0.47253692815144105,0.4535,0.4674,0.0,0.0017930945714285,0.0022273628333333,0.0036615000000000003,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3354,1.45631,1.09172,0.0,0.0,0.0,0.0,1.12353,0.925,0.8888889999999999,0.0,0.0,0.0,0.8888889999999999,0.0,0.937333,0.0,0.0,0.0,0.0,1.09091,1.08848,1.19355,1.18145,0,0,0,0
22,ENSG00000147761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47375281431449195,0.479536152796726,0.47253692815144105,0.4645,0.4676,0.0,0.0018784664285714,0.00193253,0.003978,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35385,1.54456,1.20046,0.0,0.0,0.0,0.0,1.30467,0.0,0.8526969999999999,0.0,0.0,0.0,1.11111,0.0,1.27678,0.0,0.0,0.0,0.0,1.06667,0.897674,0.986667,1.16229,0,0,0,0
23,ENSG00000149656,0.11875,0.0,0.11875,0.0,0.0,0.0,0.095,0.0,0.0,0.095,0.07916669999999999,0.0,0.0,0.0,0.095,0.0,0.385044839106735,0.46105702364395,0.379915532613796,0.598,0.5431,0.0,0.16541322,0.124376175,0.040368,0,0,0,1,6,0,1,6,0,-0.151801,-0.056274199999999996,0.5743729999999999,0.234698,0.20477,0.0008502960000000001,-0.110702,0.355238,0.0118866,0.0,0.407292,-0.0696217,0.22038899999999997,0.228048,0.261259,0.0314378,0.241306,-0.0458822,-0.221077,0.260302,0.9022370000000001,1.0,1.12405,0.923077,1.0,0.95865,3.9248300000000005,3.32235,2.0084299999999997,0.89781,0.862857,0.925,0.0,1.17982,0.873016,3.4296300000000004,1.8723400000000001,0.8764299999999999,0.0,1.3323200000000002,0.941176,0.0,0.8782049999999999,0.8888889999999999,3.16332,1.3831,1.7704099999999998,0,0,3,0
24,ENSG00000152931,0.0,0.19,3.5625,0.2375,0.59375,0.0,0.665,0.0,0.0,0.19,0.0,0.475,2.375,0.0,0.095,0.095,0.3983651680707321,0.41991386382280604,0.394178471101548,0.3985,0.3698,69.0,0.154306133333333,0.13130748,0.374724,0,0,0,0,13,0,7,11,0,-0.0592419,0.0693934,0.400133,0.21738200000000002,0.414677,0.122677,0.319281,-0.0762345,0.07864,0.159026,0.535389,-0.00151231,0.42135200000000006,-0.0227348,-0.106322,-0.034052,0.498672,0.2255,-0.100717,0.306311,7.737989999999999,7.03666,6.29787,2.7526900000000003,2.84164,1.27081,1.44773,1.50885,1.61024,0.896739,2.77363,2.79568,1.24984,0.955752,22.7663,10.1247,1.3514,1.58723,1.7592599999999998,0.8222219999999999,2.6552599999999997,10.9647,23.4881,3.67884,1.68182,1.35622,1.52846,0,0,177,1
25,ENSG00000153363,1.1875,1.9,1.1875,2.375,0.475,1.58333,1.9,0.475,3.16667,0.95,0.791667,0.95,0.791667,0.475,37.05,2.85,0.39053130532447494,0.42850719424460404,0.387018280889296,0.445,0.3997,0.0,0.163406276666667,0.212416375,0.0591985,1,0,0,0,17,0,8,25,0,0.294205,0.07768439999999999,0.128985,0.10855,0.2909,0.6200060000000001,0.24555,0.300523,-0.0724865,-0.242225,0.17778,0.355036,-0.22164699999999998,0.329135,-0.09797339999999999,0.0451523,-0.0170247,0.225762,0.125186,0.318216,5.1145,1.9688599999999998,3.8983,3.91236,3.1882200000000003,3.3663300000000005,7.97617,2.80361,5.54664,41.287,25.5755,26.4352,54.6922,103.962,21.2609,7.7832,12.4739,5.83009,63.0195,9.339839999999999,85.13600000000001,4.884440000000001,44.0655,4.85195,24.7023,5.0292699999999995,18.5768,2,3,4717,7
26,ENSG00000157306,0.2375,0.95,0.7125,0.59375,0.2375,0.158333,0.38,0.0678571,0.158333,0.19,0.475,0.57,0.2375,0.0,0.38,0.475,0.5226340806626,0.524033745340396,0.522471654296252,0.4715,0.4838,0.0,0.45231459428571397,0.5713078,0.37243699999999996,0,0,0,2,9,0,0,2,0,0.27023,0.181631,0.437039,0.5111439999999999,0.613172,0.146559,0.0800595,0.46796000000000004,0.205472,0.045152,0.382682,0.150778,0.48741,0.33407600000000004,-0.00602465,0.18343399999999999,0.46893999999999997,0.667166,0.33679000000000003,0.757058,6.8498399999999995,2.7987599999999997,6.66419,9.70481,8.25765,7.07234,3.75084,3.6518699999999997,5.339180000000001,2.03733,3.0405,1.23081,1.48167,1.6434799999999998,1.2634100000000001,1.19888,1.21214,1.74118,1.4177799999999998,1.44783,1.73557,1.02396,1.39406,1.11111,1.67408,1.5758299999999998,1.69912,4,5,153,0
27,ENSG00000162947,0.0,0.095,0.2375,0.11875,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.37411382326636605,0.393869019972132,0.37363877006243496,0.3535,0.3604,0.0,0.112356153333333,0.16231316,0.138468,1,0,0,0,13,0,9,24,0,-0.0979851,0.46724499999999997,0.392865,0.20961,0.217638,0.0815624,-0.127461,0.564839,-0.010739700000000001,-0.0268887,0.629196,0.010739700000000001,0.280746,0.364163,0.0364756,0.0779198,0.267793,0.112849,-0.115621,0.283378,1.0448899999999999,1.33575,1.72426,2.2439299999999998,2.22838,1.31544,1.48536,1.2755299999999998,1.7936900000000002,0.8771469999999999,1.8657599999999999,7.27452,11.7904,1.47422,7.021739999999999,3.3607,1.7968,1.5246,1.8659400000000002,1.40493,1.16821,9.58676,4.8417900000000005,5.91688,1.554,10.6838,2.00731,0,0,465,1
